"Plot Title: TO04-S5"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 2401784, SEN S/N: 2401784, LBL: TEMPERATURE)","Intensity, Lux (LGR S/N: 2401784, SEN S/N: 2401784, LBL: LIGHT INTENSITY)","Coupler Attached (LGR S/N: 2401784)","Host Connected (LGR S/N: 2401784)","Stopped (LGR S/N: 2401784)","End Of File (LGR S/N: 2401784)"
437,11/16/15 01:00:00 AM,2.195,0.0,,,,
438,11/16/15 04:00:00 AM,1.872,0.0,,,,
439,11/16/15 07:00:00 AM,1.548,0.0,,,,
440,11/16/15 10:00:00 AM,1.656,721.2,,,,
441,11/16/15 01:00:00 PM,2.730,721.2,,,,
442,11/16/15 04:00:00 PM,3.049,236.8,,,,
443,11/16/15 07:00:00 PM,2.730,0.0,,,,
444,11/16/15 10:00:00 PM,2.088,0.0,,,,
445,11/17/15 01:00:00 AM,2.195,0.0,,,,
446,11/17/15 04:00:00 AM,2.517,0.0,,,,
447,11/17/15 07:00:00 AM,3.261,0.0,,,,
448,11/17/15 10:00:00 AM,6.370,118.4,,,,
449,11/17/15 01:00:00 PM,7.682,86.1,,,,
450,11/17/15 04:00:00 PM,8.581,43.1,,,,
451,11/17/15 07:00:00 PM,7.381,0.0,,,,
452,11/17/15 10:00:00 PM,4.934,0.0,,,,
453,11/18/15 01:00:00 AM,3.893,0.0,,,,
454,11/18/15 04:00:00 AM,3.367,0.0,,,,
455,11/18/15 07:00:00 AM,3.155,0.0,,,,
456,11/18/15 10:00:00 AM,2.837,150.7,,,,
457,11/18/15 01:00:00 PM,3.998,1722.2,,,,
458,11/18/15 04:00:00 PM,3.893,613.5,,,,
459,11/18/15 07:00:00 PM,3.472,0.0,,,,
460,11/18/15 10:00:00 PM,3.049,0.0,,,,
461,11/19/15 01:00:00 AM,2.730,0.0,,,,
462,11/19/15 04:00:00 AM,2.730,0.0,,,,
463,11/19/15 07:00:00 AM,2.837,0.0,,,,
464,11/19/15 10:00:00 AM,3.155,678.1,,,,
465,11/19/15 01:00:00 PM,3.893,990.3,,,,
466,11/19/15 04:00:00 PM,3.683,290.6,,,,
467,11/19/15 07:00:00 PM,3.472,0.0,,,,
468,11/19/15 10:00:00 PM,2.943,0.0,,,,
469,11/20/15 01:00:00 AM,2.088,0.0,,,,
470,11/20/15 04:00:00 AM,1.548,0.0,,,,
471,11/20/15 07:00:00 AM,0.893,0.0,,,,
472,11/20/15 10:00:00 AM,0.784,269.1,,,,
473,11/20/15 01:00:00 PM,1.112,699.7,,,,
474,11/20/15 04:00:00 PM,1.656,398.3,,,,
475,11/20/15 07:00:00 PM,1.330,0.0,,,,
476,11/20/15 10:00:00 PM,0.674,0.0,,,,
477,11/21/15 01:00:00 AM,0.343,0.0,,,,
478,11/21/15 04:00:00 AM,0.232,0.0,,,,
479,11/21/15 07:00:00 AM,0.121,0.0,,,,
480,11/21/15 10:00:00 AM,0.010,172.2,,,,
481,11/21/15 01:00:00 PM,0.563,473.6,,,,
482,11/21/15 04:00:00 PM,0.893,258.3,,,,
483,11/21/15 07:00:00 PM,0.784,0.0,,,,
484,11/21/15 10:00:00 PM,0.563,0.0,,,,
485,11/22/15 01:00:00 AM,0.563,0.0,,,,
486,11/22/15 04:00:00 AM,0.453,0.0,,,,
487,11/22/15 07:00:00 AM,0.453,0.0,,,,
488,11/22/15 10:00:00 AM,0.453,139.9,,,,
489,11/22/15 01:00:00 PM,1.003,581.3,,,,
490,11/22/15 04:00:00 PM,1.656,484.4,,,,
491,11/22/15 07:00:00 PM,1.439,0.0,,,,
492,11/22/15 10:00:00 PM,1.439,0.0,,,,
493,11/23/15 01:00:00 AM,1.330,0.0,,,,
494,11/23/15 04:00:00 AM,1.112,0.0,,,,
495,11/23/15 07:00:00 AM,0.893,0.0,,,,
496,11/23/15 10:00:00 AM,1.221,129.2,,,,
497,11/23/15 01:00:00 PM,2.624,1636.1,,,,
498,11/23/15 04:00:00 PM,3.472,150.7,,,,
499,11/23/15 07:00:00 PM,3.155,0.0,,,,
500,11/23/15 10:00:00 PM,3.155,0.0,,,,
501,11/24/15 01:00:00 AM,3.155,0.0,,,,
502,11/24/15 04:00:00 AM,2.195,0.0,,,,
503,11/24/15 07:00:00 AM,1.439,0.0,,,,
504,11/24/15 10:00:00 AM,1.221,484.4,,,,
505,11/24/15 01:00:00 PM,1.330,1636.1,,,,
506,11/24/15 04:00:00 PM,1.330,279.9,,,,
507,11/24/15 07:00:00 PM,1.221,0.0,,,,
508,11/24/15 10:00:00 PM,1.003,0.0,,,,
509,11/25/15 01:00:00 AM,0.893,0.0,,,,
510,11/25/15 04:00:00 AM,0.563,0.0,,,,
511,11/25/15 07:00:00 AM,0.453,0.0,,,,
512,11/25/15 10:00:00 AM,0.563,882.6,,,,
513,11/25/15 01:00:00 PM,0.784,893.4,,,,
514,11/25/15 04:00:00 PM,1.112,925.7,,,,
515,11/25/15 07:00:00 PM,0.893,0.0,,,,
516,11/25/15 10:00:00 PM,0.453,0.0,,,,
517,11/26/15 01:00:00 AM,0.010,0.0,,,,
518,11/26/15 04:00:00 AM,-0.213,0.0,,,,
519,11/26/15 07:00:00 AM,-0.437,0.0,,,,
520,11/26/15 10:00:00 AM,-0.437,161.5,,,,
521,11/26/15 01:00:00 PM,0.232,505.9,,,,
522,11/26/15 04:00:00 PM,0.343,269.1,,,,
523,11/26/15 07:00:00 PM,0.232,0.0,,,,
524,11/26/15 10:00:00 PM,-0.102,0.0,,,,
525,11/27/15 01:00:00 AM,-0.325,0.0,,,,
526,11/27/15 04:00:00 AM,-0.549,0.0,,,,
527,11/27/15 07:00:00 AM,-0.549,0.0,,,,
528,11/27/15 10:00:00 AM,-0.549,161.5,,,,
529,11/27/15 01:00:00 PM,0.121,516.7,,,,
530,11/27/15 04:00:00 PM,0.232,258.3,,,,
531,11/27/15 07:00:00 PM,0.121,0.0,,,,
532,11/27/15 10:00:00 PM,-0.213,0.0,,,,
533,11/28/15 01:00:00 AM,-0.549,0.0,,,,
534,11/28/15 04:00:00 AM,-0.774,0.0,,,,
535,11/28/15 07:00:00 AM,-0.887,0.0,,,,
536,11/28/15 10:00:00 AM,-0.774,161.5,,,,
537,11/28/15 01:00:00 PM,-0.102,516.7,,,,
538,11/28/15 04:00:00 PM,0.232,269.1,,,,
539,11/28/15 07:00:00 PM,0.010,0.0,,,,
540,11/28/15 10:00:00 PM,-0.437,0.0,,,,
541,11/29/15 01:00:00 AM,-0.662,0.0,,,,
542,11/29/15 04:00:00 AM,-0.774,0.0,,,,
543,11/29/15 07:00:00 AM,-0.774,0.0,,,,
544,11/29/15 10:00:00 AM,-0.887,161.5,,,,
545,11/29/15 01:00:00 PM,-0.102,505.9,,,,
546,11/29/15 04:00:00 PM,0.121,258.3,,,,
547,11/29/15 07:00:00 PM,-0.102,0.0,,,,
548,11/29/15 10:00:00 PM,-0.437,0.0,,,,
549,11/30/15 01:00:00 AM,-0.549,0.0,,,,
550,11/30/15 04:00:00 AM,-0.774,0.0,,,,
551,11/30/15 07:00:00 AM,-1.001,0.0,,,,
552,11/30/15 10:00:00 AM,-1.001,161.5,,,,
553,11/30/15 01:00:00 PM,-0.213,559.7,,,,
554,11/30/15 04:00:00 PM,0.232,312.2,,,,
555,11/30/15 07:00:00 PM,0.232,0.0,,,,
556,11/30/15 10:00:00 PM,0.232,0.0,,,,
557,12/01/15 01:00:00 AM,0.343,0.0,,,,
558,12/01/15 04:00:00 AM,0.343,0.0,,,,
559,12/01/15 07:00:00 AM,0.343,0.0,,,,
560,12/01/15 10:00:00 AM,0.343,796.5,,,,
561,12/01/15 01:00:00 PM,0.563,1001.0,,,,
562,12/01/15 04:00:00 PM,0.674,462.9,,,,
563,12/01/15 07:00:00 PM,0.674,0.0,,,,
564,12/01/15 10:00:00 PM,0.674,0.0,,,,
565,12/02/15 01:00:00 AM,0.784,0.0,,,,
566,12/02/15 04:00:00 AM,0.674,0.0,,,,
567,12/02/15 07:00:00 AM,0.674,0.0,,,,
568,12/02/15 10:00:00 AM,0.674,129.2,,,,
569,12/02/15 01:00:00 PM,1.764,645.8,,,,
570,12/02/15 04:00:00 PM,1.980,226.0,,,,
571,12/02/15 07:00:00 PM,2.088,0.0,,,,
572,12/02/15 10:00:00 PM,2.517,0.0,,,,
573,12/03/15 01:00:00 AM,2.837,0.0,,,,
574,12/03/15 04:00:00 AM,4.415,0.0,,,,
575,12/03/15 07:00:00 AM,4.623,0.0,,,,
576,12/03/15 10:00:00 AM,4.934,236.8,,,,
577,12/03/15 01:00:00 PM,6.370,624.3,,,,
578,12/03/15 04:00:00 PM,6.370,559.7,,,,
579,12/03/15 07:00:00 PM,5.860,0.0,,,,
580,12/03/15 10:00:00 PM,5.244,0.0,,,,
581,12/04/15 01:00:00 AM,4.934,0.0,,,,
582,12/04/15 04:00:00 AM,4.727,0.0,,,,
583,12/04/15 07:00:00 AM,4.311,0.0,,,,
584,12/04/15 10:00:00 AM,3.893,441.3,,,,
585,12/04/15 01:00:00 PM,4.727,1550.0,,,,
586,12/04/15 04:00:00 PM,4.831,161.5,,,,
587,12/04/15 07:00:00 PM,4.311,0.0,,,,
588,12/04/15 10:00:00 PM,3.893,0.0,,,,
589,12/05/15 01:00:00 AM,3.261,0.0,,,,
590,12/05/15 04:00:00 AM,3.367,0.0,,,,
591,12/05/15 07:00:00 AM,3.472,0.0,,,,
592,12/05/15 10:00:00 AM,3.578,129.2,,,,
593,12/05/15 01:00:00 PM,3.788,269.1,,,,
594,12/05/15 04:00:00 PM,4.415,139.9,,,,
595,12/05/15 07:00:00 PM,4.831,0.0,,,,
596,12/05/15 10:00:00 PM,4.934,0.0,,,,
597,12/06/15 01:00:00 AM,4.831,0.0,,,,
598,12/06/15 04:00:00 AM,4.831,0.0,,,,
599,12/06/15 07:00:00 AM,5.037,0.0,,,,
600,12/06/15 10:00:00 AM,5.037,86.1,,,,
601,12/06/15 01:00:00 PM,5.450,1065.6,,,,
602,12/06/15 04:00:00 PM,5.450,204.5,,,,
603,12/06/15 07:00:00 PM,5.244,0.0,,,,
604,12/06/15 10:00:00 PM,4.831,0.0,,,,
605,12/07/15 01:00:00 AM,4.415,0.0,,,,
606,12/07/15 04:00:00 AM,3.788,0.0,,,,
607,12/07/15 07:00:00 AM,3.578,0.0,,,,
608,12/07/15 10:00:00 AM,3.683,43.1,,,,
609,12/07/15 01:00:00 PM,3.998,355.2,,,,
610,12/07/15 04:00:00 PM,5.860,258.3,,,,
611,12/07/15 07:00:00 PM,6.370,0.0,,,,
612,12/07/15 10:00:00 PM,6.674,0.0,,,,
613,12/08/15 01:00:00 AM,6.471,0.0,,,,
614,12/08/15 04:00:00 AM,6.370,0.0,,,,
615,12/08/15 07:00:00 AM,6.573,0.0,,,,
616,12/08/15 10:00:00 AM,7.280,86.1,,,,
617,12/08/15 01:00:00 PM,8.978,139.9,,,,
618,12/08/15 04:00:00 PM,9.866,43.1,,,,
619,12/08/15 07:00:00 PM,9.275,0.0,,,,
620,12/08/15 10:00:00 PM,8.879,0.0,,,,
621,12/09/15 01:00:00 AM,8.978,0.0,,,,
622,12/09/15 04:00:00 AM,8.879,0.0,,,,
623,12/09/15 07:00:00 AM,6.268,0.0,,,,
624,12/09/15 10:00:00 AM,5.860,204.5,,,,
625,12/09/15 01:00:00 PM,6.166,1108.7,,,,
626,12/09/15 04:00:00 PM,5.962,538.2,,,,
627,12/09/15 07:00:00 PM,5.450,0.0,,,,
628,12/09/15 10:00:00 PM,4.519,0.0,,,,
629,12/10/15 01:00:00 AM,4.623,0.0,,,,
630,12/10/15 04:00:00 AM,5.141,0.0,,,,
631,12/10/15 07:00:00 AM,5.141,0.0,,,,
632,12/10/15 10:00:00 AM,4.831,10.8,,,,
633,12/10/15 01:00:00 PM,3.261,172.2,,,,
634,12/10/15 04:00:00 PM,4.207,183.0,,,,
635,12/10/15 07:00:00 PM,3.893,0.0,,,,
636,12/10/15 10:00:00 PM,3.998,0.0,,,,
637,12/11/15 01:00:00 AM,3.893,0.0,,,,
638,12/11/15 04:00:00 AM,3.893,0.0,,,,
639,12/11/15 07:00:00 AM,3.578,0.0,,,,
640,12/11/15 10:00:00 AM,3.788,161.5,,,,
641,12/11/15 01:00:00 PM,4.415,1108.7,,,,
642,12/11/15 04:00:00 PM,4.623,193.8,,,,
643,12/11/15 07:00:00 PM,3.893,0.0,,,,
644,12/11/15 10:00:00 PM,3.155,0.0,,,,
645,12/12/15 01:00:00 AM,3.155,0.0,,,,
646,12/12/15 04:00:00 AM,3.049,0.0,,,,
647,12/12/15 07:00:00 AM,2.943,0.0,,,,
648,12/12/15 10:00:00 AM,3.155,139.9,,,,
649,12/12/15 01:00:00 PM,3.261,129.2,,,,
650,12/12/15 04:00:00 PM,3.049,53.8,,,,
651,12/12/15 07:00:00 PM,2.624,0.0,,,,
652,12/12/15 10:00:00 PM,3.367,0.0,,,,
653,12/13/15 01:00:00 AM,3.367,0.0,,,,
654,12/13/15 04:00:00 AM,2.943,0.0,,,,
655,12/13/15 07:00:00 AM,2.195,0.0,,,,
656,12/13/15 10:00:00 AM,2.195,495.1,,,,
657,12/13/15 01:00:00 PM,2.517,559.7,,,,
658,12/13/15 04:00:00 PM,2.195,150.7,,,,
659,12/13/15 07:00:00 PM,1.872,0.0,,,,
660,12/13/15 10:00:00 PM,2.303,0.0,,,,
661,12/14/15 01:00:00 AM,2.195,0.0,,,,
662,12/14/15 04:00:00 AM,1.872,0.0,,,,
663,12/14/15 07:00:00 AM,1.548,0.0,,,,
664,12/14/15 10:00:00 AM,1.548,419.8,,,,
665,12/14/15 01:00:00 PM,2.517,1463.9,,,,
666,12/14/15 04:00:00 PM,2.410,376.7,,,,
667,12/14/15 07:00:00 PM,1.980,0.0,,,,
668,12/14/15 10:00:00 PM,1.764,0.0,,,,
669,12/15/15 01:00:00 AM,1.548,0.0,,,,
670,12/15/15 04:00:00 AM,1.330,0.0,,,,
671,12/15/15 07:00:00 AM,1.221,0.0,,,,
672,12/15/15 10:00:00 AM,1.221,366.0,,,,
673,12/15/15 01:00:00 PM,1.980,990.3,,,,
674,12/15/15 04:00:00 PM,2.195,376.7,,,,
675,12/15/15 07:00:00 PM,1.980,0.0,,,,
676,12/15/15 10:00:00 PM,1.764,0.0,,,,
677,12/16/15 01:00:00 AM,1.221,0.0,,,,
678,12/16/15 04:00:00 AM,0.893,0.0,,,,
679,12/16/15 07:00:00 AM,0.893,0.0,,,,
680,12/16/15 10:00:00 AM,0.893,193.8,,,,
681,12/16/15 01:00:00 PM,1.656,1367.0,,,,
682,12/16/15 04:00:00 PM,1.764,527.4,,,,
683,12/16/15 07:00:00 PM,0.893,0.0,,,,
684,12/16/15 10:00:00 PM,0.674,0.0,,,,
685,12/17/15 01:00:00 AM,0.674,0.0,,,,
686,12/17/15 04:00:00 AM,0.784,0.0,,,,
687,12/17/15 07:00:00 AM,0.563,0.0,,,,
688,12/17/15 10:00:00 AM,0.563,53.8,,,,
689,12/17/15 01:00:00 PM,0.343,602.8,,,,
690,12/17/15 04:00:00 PM,0.343,215.3,,,,
691,12/17/15 07:00:00 PM,0.343,0.0,,,,
692,12/17/15 10:00:00 PM,0.343,0.0,,,,
693,12/18/15 01:00:00 AM,0.453,0.0,,,,
694,12/18/15 04:00:00 AM,1.003,0.0,,,,
695,12/18/15 07:00:00 AM,1.221,0.0,,,,
696,12/18/15 10:00:00 AM,1.548,86.1,,,,
697,12/18/15 01:00:00 PM,1.872,1291.7,,,,
698,12/18/15 04:00:00 PM,1.980,538.2,,,,
699,12/18/15 07:00:00 PM,1.764,0.0,,,,
700,12/18/15 10:00:00 PM,1.221,0.0,,,,
701,12/19/15 01:00:00 AM,1.003,0.0,,,,
702,12/19/15 04:00:00 AM,1.112,0.0,,,,
703,12/19/15 07:00:00 AM,1.112,0.0,,,,
704,12/19/15 10:00:00 AM,1.112,322.9,,,,
705,12/19/15 01:00:00 PM,1.656,355.2,,,,
706,12/19/15 04:00:00 PM,2.195,333.7,,,,
707,12/19/15 07:00:00 PM,1.872,0.0,,,,
708,12/19/15 10:00:00 PM,1.656,0.0,,,,
709,12/20/15 01:00:00 AM,1.764,0.0,,,,
710,12/20/15 04:00:00 AM,1.872,0.0,,,,
711,12/20/15 07:00:00 AM,1.872,0.0,,,,
712,12/20/15 10:00:00 AM,1.764,366.0,,,,
713,12/20/15 01:00:00 PM,2.730,1356.3,,,,
714,12/20/15 04:00:00 PM,2.303,312.2,,,,
715,12/20/15 07:00:00 PM,1.656,0.0,,,,
716,12/20/15 10:00:00 PM,1.003,0.0,,,,
717,12/21/15 01:00:00 AM,0.893,0.0,,,,
718,12/21/15 04:00:00 AM,0.674,0.0,,,,
719,12/21/15 07:00:00 AM,0.674,0.0,,,,
720,12/21/15 10:00:00 AM,0.343,75.3,,,,
721,12/21/15 01:00:00 PM,0.343,312.2,,,,
722,12/21/15 04:00:00 PM,0.343,21.5,,,,
723,12/21/15 07:00:00 PM,0.343,0.0,,,,
724,12/21/15 10:00:00 PM,0.343,0.0,,,,
725,12/22/15 01:00:00 AM,0.343,0.0,,,,
726,12/22/15 04:00:00 AM,0.343,0.0,,,,
727,12/22/15 07:00:00 AM,0.343,0.0,,,,
728,12/22/15 10:00:00 AM,0.343,96.9,,,,
729,12/22/15 01:00:00 PM,0.453,322.9,,,,
730,12/22/15 04:00:00 PM,0.343,64.6,,,,
731,12/22/15 07:00:00 PM,0.343,0.0,,,,
732,12/22/15 10:00:00 PM,0.343,0.0,,,,
733,12/23/15 01:00:00 AM,0.343,0.0,,,,
734,12/23/15 04:00:00 AM,0.453,0.0,,,,
735,12/23/15 07:00:00 AM,0.453,0.0,,,,
736,12/23/15 10:00:00 AM,0.453,0.0,,,,
737,12/23/15 01:00:00 PM,0.453,10.8,,,,
738,12/23/15 04:00:00 PM,0.453,0.0,,,,
739,12/23/15 07:00:00 PM,0.453,0.0,,,,
740,12/23/15 10:00:00 PM,0.453,0.0,,,,
741,12/24/15 01:00:00 AM,0.453,0.0,,,,
742,12/24/15 04:00:00 AM,0.563,0.0,,,,
743,12/24/15 07:00:00 AM,0.563,0.0,,,,
744,12/24/15 10:00:00 AM,0.453,0.0,,,,
745,12/24/15 01:00:00 PM,0.563,0.0,,,,
746,12/24/15 04:00:00 PM,0.563,0.0,,,,
747,12/24/15 07:00:00 PM,0.563,0.0,,,,
748,12/24/15 10:00:00 PM,0.563,0.0,,,,
749,12/25/15 01:00:00 AM,0.563,0.0,,,,
750,12/25/15 04:00:00 AM,0.563,0.0,,,,
751,12/25/15 07:00:00 AM,0.563,0.0,,,,
752,12/25/15 10:00:00 AM,0.563,0.0,,,,
753,12/25/15 01:00:00 PM,0.563,0.0,,,,
754,12/25/15 04:00:00 PM,0.563,0.0,,,,
755,12/25/15 07:00:00 PM,0.563,0.0,,,,
756,12/25/15 10:00:00 PM,0.563,0.0,,,,
757,12/26/15 01:00:00 AM,0.674,0.0,,,,
758,12/26/15 04:00:00 AM,0.674,0.0,,,,
759,12/26/15 07:00:00 AM,0.674,0.0,,,,
760,12/26/15 10:00:00 AM,0.674,0.0,,,,
761,12/26/15 01:00:00 PM,0.674,0.0,,,,
762,12/26/15 04:00:00 PM,0.674,0.0,,,,
763,12/26/15 07:00:00 PM,0.674,0.0,,,,
764,12/26/15 10:00:00 PM,0.674,0.0,,,,
765,12/27/15 01:00:00 AM,0.674,0.0,,,,
766,12/27/15 04:00:00 AM,0.674,0.0,,,,
767,12/27/15 07:00:00 AM,0.674,0.0,,,,
768,12/27/15 10:00:00 AM,0.674,0.0,,,,
769,12/27/15 01:00:00 PM,0.674,0.0,,,,
770,12/27/15 04:00:00 PM,0.674,0.0,,,,
771,12/27/15 07:00:00 PM,0.674,0.0,,,,
772,12/27/15 10:00:00 PM,0.674,0.0,,,,
773,12/28/15 01:00:00 AM,0.674,0.0,,,,
774,12/28/15 04:00:00 AM,0.674,0.0,,,,
775,12/28/15 07:00:00 AM,0.674,0.0,,,,
776,12/28/15 10:00:00 AM,0.674,0.0,,,,
777,12/28/15 01:00:00 PM,0.563,0.0,,,,
778,12/28/15 04:00:00 PM,0.674,0.0,,,,
779,12/28/15 07:00:00 PM,0.674,0.0,,,,
780,12/28/15 10:00:00 PM,0.674,0.0,,,,
781,12/29/15 01:00:00 AM,0.563,0.0,,,,
782,12/29/15 04:00:00 AM,0.563,0.0,,,,
783,12/29/15 07:00:00 AM,0.563,0.0,,,,
784,12/29/15 10:00:00 AM,0.674,0.0,,,,
785,12/29/15 01:00:00 PM,0.563,0.0,,,,
786,12/29/15 04:00:00 PM,0.563,0.0,,,,
787,12/29/15 07:00:00 PM,0.563,0.0,,,,
788,12/29/15 10:00:00 PM,0.563,0.0,,,,
789,12/30/15 01:00:00 AM,0.674,0.0,,,,
790,12/30/15 04:00:00 AM,0.674,0.0,,,,
791,12/30/15 07:00:00 AM,0.674,0.0,,,,
792,12/30/15 10:00:00 AM,0.563,0.0,,,,
793,12/30/15 01:00:00 PM,0.563,0.0,,,,
794,12/30/15 04:00:00 PM,0.563,0.0,,,,
795,12/30/15 07:00:00 PM,0.674,0.0,,,,
796,12/30/15 10:00:00 PM,0.563,0.0,,,,
797,12/31/15 01:00:00 AM,0.563,0.0,,,,
798,12/31/15 04:00:00 AM,0.453,0.0,,,,
799,12/31/15 07:00:00 AM,0.343,0.0,,,,
800,12/31/15 10:00:00 AM,0.453,0.0,,,,
801,12/31/15 01:00:00 PM,0.343,0.0,,,,
802,12/31/15 04:00:00 PM,0.453,0.0,,,,
803,12/31/15 07:00:00 PM,0.563,0.0,,,,
804,12/31/15 10:00:00 PM,0.563,0.0,,,,
805,01/01/16 01:00:00 AM,0.563,0.0,,,,
806,01/01/16 04:00:00 AM,0.563,0.0,,,,
807,01/01/16 07:00:00 AM,0.563,0.0,,,,
808,01/01/16 10:00:00 AM,0.453,0.0,,,,
809,01/01/16 01:00:00 PM,0.563,0.0,,,,
810,01/01/16 04:00:00 PM,0.563,0.0,,,,
811,01/01/16 07:00:00 PM,0.563,0.0,,,,
812,01/01/16 10:00:00 PM,0.563,0.0,,,,
813,01/02/16 01:00:00 AM,0.563,0.0,,,,
814,01/02/16 04:00:00 AM,0.563,0.0,,,,
815,01/02/16 07:00:00 AM,0.563,0.0,,,,
816,01/02/16 10:00:00 AM,0.563,0.0,,,,
817,01/02/16 01:00:00 PM,0.563,0.0,,,,
818,01/02/16 04:00:00 PM,0.563,0.0,,,,
819,01/02/16 07:00:00 PM,0.563,0.0,,,,
820,01/02/16 10:00:00 PM,0.563,0.0,,,,
821,01/03/16 01:00:00 AM,0.563,0.0,,,,
822,01/03/16 04:00:00 AM,0.453,0.0,,,,
823,01/03/16 07:00:00 AM,0.453,0.0,,,,
824,01/03/16 10:00:00 AM,0.453,0.0,,,,
825,01/03/16 01:00:00 PM,0.563,0.0,,,,
826,01/03/16 04:00:00 PM,0.563,0.0,,,,
827,01/03/16 07:00:00 PM,0.563,0.0,,,,
828,01/03/16 10:00:00 PM,0.563,0.0,,,,
829,01/04/16 01:00:00 AM,0.563,0.0,,,,
830,01/04/16 04:00:00 AM,0.563,0.0,,,,
831,01/04/16 07:00:00 AM,0.563,0.0,,,,
832,01/04/16 10:00:00 AM,0.563,0.0,,,,
833,01/04/16 01:00:00 PM,0.563,0.0,,,,
834,01/04/16 04:00:00 PM,0.563,0.0,,,,
835,01/04/16 07:00:00 PM,0.563,0.0,,,,
836,01/04/16 10:00:00 PM,0.563,0.0,,,,
837,01/05/16 01:00:00 AM,0.453,0.0,,,,
838,01/05/16 04:00:00 AM,0.453,0.0,,,,
839,01/05/16 07:00:00 AM,0.453,0.0,,,,
840,01/05/16 10:00:00 AM,0.453,0.0,,,,
841,01/05/16 01:00:00 PM,0.453,0.0,,,,
842,01/05/16 04:00:00 PM,0.453,0.0,,,,
843,01/05/16 07:00:00 PM,0.453,0.0,,,,
844,01/05/16 10:00:00 PM,0.453,0.0,,,,
845,01/06/16 01:00:00 AM,0.453,0.0,,,,
846,01/06/16 04:00:00 AM,0.453,0.0,,,,
847,01/06/16 07:00:00 AM,0.453,0.0,,,,
848,01/06/16 10:00:00 AM,0.453,0.0,,,,
849,01/06/16 01:00:00 PM,0.453,0.0,,,,
850,01/06/16 04:00:00 PM,0.453,0.0,,,,
851,01/06/16 07:00:00 PM,0.453,0.0,,,,
852,01/06/16 10:00:00 PM,0.453,0.0,,,,
853,01/07/16 01:00:00 AM,0.563,0.0,,,,
854,01/07/16 04:00:00 AM,0.453,0.0,,,,
855,01/07/16 07:00:00 AM,0.453,0.0,,,,
856,01/07/16 10:00:00 AM,0.563,0.0,,,,
857,01/07/16 01:00:00 PM,0.563,0.0,,,,
858,01/07/16 04:00:00 PM,0.453,0.0,,,,
859,01/07/16 07:00:00 PM,0.563,0.0,,,,
860,01/07/16 10:00:00 PM,0.563,0.0,,,,
861,01/08/16 01:00:00 AM,0.453,0.0,,,,
862,01/08/16 04:00:00 AM,0.563,0.0,,,,
863,01/08/16 07:00:00 AM,0.563,0.0,,,,
864,01/08/16 10:00:00 AM,0.563,0.0,,,,
865,01/08/16 01:00:00 PM,0.563,0.0,,,,
866,01/08/16 04:00:00 PM,0.563,0.0,,,,
867,01/08/16 07:00:00 PM,0.563,0.0,,,,
868,01/08/16 10:00:00 PM,0.563,0.0,,,,
869,01/09/16 01:00:00 AM,0.563,0.0,,,,
870,01/09/16 04:00:00 AM,0.563,0.0,,,,
871,01/09/16 07:00:00 AM,0.563,0.0,,,,
872,01/09/16 10:00:00 AM,0.563,0.0,,,,
873,01/09/16 01:00:00 PM,0.563,0.0,,,,
874,01/09/16 04:00:00 PM,0.563,0.0,,,,
875,01/09/16 07:00:00 PM,0.674,0.0,,,,
876,01/09/16 10:00:00 PM,0.674,0.0,,,,
877,01/10/16 01:00:00 AM,0.674,0.0,,,,
878,01/10/16 04:00:00 AM,0.674,0.0,,,,
879,01/10/16 07:00:00 AM,0.674,0.0,,,,
880,01/10/16 10:00:00 AM,0.674,0.0,,,,
881,01/10/16 01:00:00 PM,0.674,0.0,,,,
882,01/10/16 04:00:00 PM,0.674,0.0,,,,
883,01/10/16 07:00:00 PM,0.674,0.0,,,,
884,01/10/16 10:00:00 PM,0.674,0.0,,,,
885,01/11/16 01:00:00 AM,0.674,0.0,,,,
886,01/11/16 04:00:00 AM,0.674,0.0,,,,
887,01/11/16 07:00:00 AM,0.674,0.0,,,,
888,01/11/16 10:00:00 AM,0.674,0.0,,,,
889,01/11/16 01:00:00 PM,0.674,0.0,,,,
890,01/11/16 04:00:00 PM,0.674,0.0,,,,
891,01/11/16 07:00:00 PM,0.674,0.0,,,,
892,01/11/16 10:00:00 PM,0.674,0.0,,,,
893,01/12/16 01:00:00 AM,0.674,0.0,,,,
894,01/12/16 04:00:00 AM,0.674,0.0,,,,
895,01/12/16 07:00:00 AM,0.674,0.0,,,,
896,01/12/16 10:00:00 AM,0.674,0.0,,,,
897,01/12/16 01:00:00 PM,0.674,0.0,,,,
898,01/12/16 04:00:00 PM,0.563,0.0,,,,
899,01/12/16 07:00:00 PM,0.453,0.0,,,,
900,01/12/16 10:00:00 PM,0.453,0.0,,,,
901,01/13/16 01:00:00 AM,0.343,0.0,,,,
902,01/13/16 04:00:00 AM,0.343,0.0,,,,
903,01/13/16 07:00:00 AM,0.343,0.0,,,,
904,01/13/16 10:00:00 AM,0.343,0.0,,,,
905,01/13/16 01:00:00 PM,0.343,10.8,,,,
906,01/13/16 04:00:00 PM,0.343,0.0,,,,
907,01/13/16 07:00:00 PM,0.343,0.0,,,,
908,01/13/16 10:00:00 PM,0.343,0.0,,,,
909,01/14/16 01:00:00 AM,0.343,0.0,,,,
910,01/14/16 04:00:00 AM,0.343,0.0,,,,
